コード,修正機種名,件数,台数,最小値,最大値,合計額,中心価格,前回
p9215,ＰＡ　ＧＩ　ＤＲＥＡＭ駿,1,1,0,0,0,1000,1000
p9176,Ｐ１０カウントチャージ絶狼,3,4,0,0,0,1000,
p9150,Ｐ　ＧＩ　ＤＲＥＡＭＲＯＡＤ,3,6,0,0,0,1000,1000
p9124,Ｐ笑点,4,5,0,0,0,1000,1000
p9118,Ｐゴッドイーターアマデジ神撃９０Ｖｅｒ．,3,5,0,0,0,1000,1000
p9117,Ｐゴッドイーター神撃９０Ｖｅｒ．,1,1,0,0,0,1000,
p9098,アマデジＰＡ笑ゥせぇるすまん　ドーンといきまＳＨＯＷ,3,4,0,0,0,1000,1000
p9050,Ｐ牙狼コレクション,3,6,0,0,0,1000,1000
p9020,Ｐジューシーハニー２ＲＥＹ２,4,10,0,0,0,1000,1000
p9009,Ｐ巨人の星～栄光の軌跡～連戦連勝ｖｅｒｓｉｏｎ,2,5,0,0,0,1000,
p8959,Ｐ牙狼冴島鋼牙ＸＸ,2,3,0,0,0,1000,1000
p8931,ＰＡキャプテン翼　雷獣バージョン,3,4,0,0,0,1000,1000
p8884,Ｐ　ＧＯＤ　ＥＡＴＥＲ‐ブラッドの覚醒‐ＭＰ,1,1,0,0,0,1000,1000
p8883,Ｐ　ＧＯＤ　ＥＡＴＥＲ‐ブラッドの覚醒‐ＭＶＹ２,3,7,0,0,0,1000,1000
p8872,ＰＡ設定付牙狼ＧＯＬＤＳＴＯＲＭ翔ＲＨ,4,12,0,0,0,1000,1000
p8444,ＣＲ　ＡＮＯＴＨＥＲ牙狼　炎の刻印　９９バージョン　Ｋ‐ＰＰ,1,1,0,0,0,1000,1000
p8167,ＣＲ牙狼　魔戒ノ花　ＢＥＡＳＴ　ＯＦ　ＧＯＬＤ　ｖｅｒ．,3,6,0,0,0,1000,1000
p7904,ＣＲＡ牙狼金色になれ　ザルバとの契約,3,3,0,0,0,1000,1000
p7689,ＣＲ衝撃ゴウライガン,1,1,0,0,0,1000,1000
p7672,ＣＲ絶狼,1,1,0,0,0,1000,1000
p7438,ＣＲ牙狼金色になれＸＸ,3,4,0,0,0,1000,1000
p7050,ＣＲ牙狼ＦＩＮＡＬ‐ＸＸ,2,2,0,0,0,1000,1000
p6655,ＣＲ牙狼魔戒閃騎鋼ＸＸ,2,5,0,0,0,1000,1000
p6277,ＣＲＧⅠＤＲＥＡＭ．ＺＸ２,1,1,0,0,0,1000,1000
p5780,ＣＲ松方弘樹の名奉行金さんＸＸ,1,1,0,0,0,1000,1000
p5364,ＣＲ牙狼ＸＸ,2,2,0,0,0,1000,1000
p9187,Ｐスーパー海物語　ＩＮ　ＪＡＰＡＮ２　金富士　１９９バージョン,5,12,0,0,0,1000,1000
p9188,Ｐスーパー海物語　ＩＮ　ＪＡＰＡＮ２　金富士　３１９バージョン,4,10,0,0,0,1000,1000
p9178,Ｐ元祖大工の源さん　１９９ｖｅｒ．,2,4,0,0,0,1000,1000
p9168,Ｐ大工の源さん　超韋駄天,7,16,0,0,0,1000,1000
p9145,ＰＡスーパー海物語ＩＮ地中海ＳＢＡ,7,14,0,0,0,1000,1000
p9080,Ｐちょいパチ海物語３Ｒ２,1,1,0,0,0,1000,1000
p9079,ＰＡ海物語３Ｒ２,7,11,0,0,0,1000,1000
p9059,ＰＡ咲‐Ｓａｋｉ‐阿知賀編　９９バージョン,3,3,0,0,0,1000,1000
p9060,ＰＡ元祖大工の源さん,5,7,0,0,0,1000,1000
p9017,ＰＡスーパー海物語ＩＮ　ＪＡＰＡＮ２　ｗｉｔｈ　太鼓の達人,7,19,0,0,0,1000,1000
p9006,ＰＡ聖闘士星矢４　Ｔｈｅ　Ｂａｔｔｌｅ　ｏｆ　”限界突破”,3,5,0,0,0,1000,1000
p8958,ＰＡストライクウィッチーズＸＢＤ,3,5,0,0,0,1000,1000
p8852,Ｐ咲‐Ｓａｋｉ‐阿知賀編ｅｐｉｓｏｄｅ　ｏｆ　ｓｉｄｅ‐Ａ,2,2,0,0,0,1000,
p8762,Pスーパー海物語IN沖縄2 SAHS,3,4,0,0,0,1000,1000
p8682,ＣＲ聖闘士星矢４　Ｔｈｅ　Ｂａｔｔｌｅ　ｏｆ　限界突破,1,1,0,0,0,1000,1000
p8661,ＣＲ大海物語４　ＢＬＡＣＫ,2,2,0,0,0,1000,1000
p8390,ＣＲスーパー海物語ＩＮ沖縄４　新ｍａｘ３１９ｖｅｒ．,1,4,0,0,0,1000,1000
p8332,ＣＲＡスーパー海物語ＩＮ沖縄４　Ｗｉｔｈ　アイマリン,2,2,0,0,0,1000,1000
p8246,ＣＲスーパー海物語　ＩＮ　ＪＡＰＡＮ　金富士　１９９ｖｅｒ．,1,1,0,0,0,1000,1000
p8245,ＣＲスーパー海物語　ＩＮ　ＪＡＰＡＮ　金富士　３１９ｖｅｒ．,1,1,0,0,0,1000,1000
p8158,ＣＲスーパー海物語ＩＮ沖縄４ＭＴＣ,1,1,0,0,0,1000,1000
p8054,ＣＲＡスーパー海物語　ＩＮ　ＪＡＰＡＮ　ｗｉｔｈ　桃太郎電鉄,2,2,0,0,0,1000,1000
p7937,ＣＲＡ海物語３Ｒ,1,1,0,0,0,1000,1000
p7666,ＣＲＡ大海物語３Ｗｉｔｈアグネス・ラムＳＡＰ,2,2,0,0,0,1000,1000
p7665,ＣＲ大海物語３スペシャルＭＴＥ‐１,1,1,0,0,0,1000,1000
p7383,ＣＲＡ海物語アクアｗｉｔｈ吉木りさ,1,1,0,0,0,1000,1000
p7195,ＣＲＡスーパー海物語ＩＮ沖縄３　ＡＳＢ,1,1,0,0,0,1000,1000
p6965,ＣＲＡデラックス海物語ＡＳＢ（ｗｉｔｈＴ‐ＡＲＡ）,2,2,0,0,0,1000,1000
p6872,ＣＲデラックス海物語ＭＭＣ,2,8,0,0,0,1000,1000
p6775,ＣＲＡ大海物語２Ｗｉｔｈアグネス・ラムＳＡＡ,2,2,0,0,0,1000,1000
p6540,ＣＲＡプレミアム海物語ぼのぼのが遊びに来たよ！,1,1,0,0,0,1000,1000
p6196,ＣＲＡ新海物語Ｗｉｔｈアグネス・ラムＳＡＧ,3,3,0,0,0,1000,1000
p6137,ＣＲ新海物語Ｗｉｔｈアグネス・ラムＭＴＭ,1,1,0,0,0,1000,1000
p5946,ＣＲバァーンダマシイＳＳＢ（Ｓ）,1,1,0,0,0,1000,1000
p5851,ＣＲ鉄拳伝タフＭＳＡ（Ｓ）,2,3,0,0,0,1000,1000
p5632,ＣＲＡスーパー海物語ＩＮ地中海ＳＡＦ,1,1,0,0,0,1000,1000
p5467,ＣＲ天外魔境卍ＭＡＲＵＭＴＨ,1,1,0,0,0,1000,1000
p5338,ＣＲＡ大海物語スペシャルＷｉｔｈアグネス・ラムＳＡＰ,1,1,0,0,0,1000,1000
p5234,ＣＲ大海物語スペシャルＭＴＥ,1,1,0,0,0,1000,1000
p9199,Ｐひぐらしのなく頃に～憩～,3,4,0,0,0,1000,1000
p9165,Ｐひぐらしのなく頃に～廻～２１９ｖｅｒ．,2,2,0,0,0,1000,
p9146,Ｐ天昇！姫相撲,2,4,0,0,0,1000,1000
p9087,Ｐひぐらしのなく頃に～廻～３１９ｖｅｒ．,3,17,0,0,0,1000,
p9051,Ｐ忍者ハットリくん～決戦！サイバーからくり城の巻～,1,1,0,0,0,1000,
p8951,Ｐ翠星のガルガンティアＫＳ,3,3,0,0,0,1000,
p8718,ＣＲデッドオアアライブエクストリーム　２５９ｖｅｒｓｉｏｎ,1,1,0,0,0,1000,1000
p7699,ＣＲ哲也２雀聖再臨ＢＺ,1,1,0,0,0,1000,1000
p7466,ＣＲ忍者ハットリくん科学忍法ＶＳ忍の術ＢＯ,1,1,0,0,0,1000,1000
p7041,ＣＲファイヤーダイナマイトクイーン,1,1,0,0,0,1000,1000
p7128,ＣＲ秘密戦隊ゴレンジャーＬ２Ｘ,1,2,0,0,0,1000,1000
p7103,ＣＲ米米ＣＬＵＢ大収穫祭ＫＳＸ,1,1,0,0,0,1000,1000
p9223,Ｐクイーンズブレイド３　ナナエルＶｅｒ．,3,3,0,0,0,1000,1000
p9193,Ｐ一騎当千ＳＳ斬　呂蒙Ｖｅｒ．,4,4,0,0,0,1000,1000
p9070,Ｐ一騎当千ＳＳ斬　孫策Ｖｅｒ．,5,6,0,0,0,1000,1000
p9027,Ｐクイーンズブレイド３　レイナｖｅｒ．,2,3,0,0,0,1000,1000
p8999,Ｐ銭形平次２,2,2,0,0,0,1000,1000
p8994,Ｐ一騎当千　サバイバルソルジャー　甘デジＶｅｒ．,6,8,0,0,0,1000,1000
p8949,Ｐ白魔女学園オワリトハジマリ～赤き騎士団Ｖｅｒ．～,1,1,0,0,0,1000,
p8897,Ｐクイーンズブレイド美闘士カーニバル ナナエルＶｅｒ．,1,1,0,0,0,1000,
p8727,Ｐ弾球黙示録カイジＨＩＧＨ＆ＬＯＷ　ざわっ・・・Ｖｅｒ．,1,1,0,0,0,1000,1000
p8728,Ｐ学園黙示録ハイスクール・オブ・ザ・デッド　毒島Ｖｅｒ．,2,2,0,0,0,1000,1000
p8298,パチンコＣＲ弾球黙示録カイジ沼３　利根川Ｖｅｒ．,1,1,0,0,0,1000,1000
p8250,ぱちんこＣＲ銭形平次ｗｉｔｈでんぱ組．ｉｎｃ,1,1,0,0,0,1000,1000
p7855,ＣＲ貞子３Ｄ　ＷＡＢ,1,1,0,0,0,1000,1000
p7717,ＣＲワシズＢＡＡ,1,1,0,0,0,1000,1000
p9196,Ｐミニミニモンスター４ａ,12,19,0,0,0,1000,1000
p9265,ＰＡロードファラオ～神の一撃～連撃Ｖｅｒ．,1,1,0,0,0,1000,
p9177,ＰＡコマコマ倶楽部＠エイジセレクトＹ２Ｆ,3,6,0,0,0,1000,1000
p9089,Ｐほのかとクールポコと、ときどき武藤敬司Ｙ３Ｆ,1,1,0,0,0,1000,
p9064,Ｐ華牌Ｒ～猿渡翔がローズテイルにやってきた～,4,4,0,0,0,1000,1000
p8972,Ｐすしざんまい極上５７００,6,6,0,0,0,1000,1000
p8927,ＰＡ女子ザジャイアントＹＦ,2,2,0,0,0,1000,
p8877,Ｐちょいパチ　ＳＵＰＥＲ電役ナナシーＤＸＩＩ　Ｇ３９,1,1,0,0,0,1000,1000
p8876,Ｐ　ＳＵＰＥＲ電役ナナシーＤＸＩＩ　１８９Ｍ,1,1,0,0,0,1000,1000
p8841,Ｐロードファラオ～神の一撃～,2,2,0,0,0,1000,1000
p8205,ＣＲ餃子の王将３　王盛プラス,2,3,0,0,0,1000,1000
p7707,ＣＲ釣りキチ三平９９ＶＭ,1,1,0,0,0,1000,1000
p9213,Ｐおばけらんど怪　甘デジ,2,3,0,0,0,1000,1000
p9191,ＰモモキュンソードＭＣ,5,7,0,0,0,1000,1000
p9171,Ｐ１３日の金曜日ＧＬＡ,1,1,0,0,0,1000,
p9100,Ｐ春夏秋冬ＧＬＢ,4,7,0,0,0,1000,1000
p9094,Ｐ春夏秋冬ＺＢ,2,2,0,0,0,1000,
p9043,ＰハイスクールＤ×Ｄ　ＧＬＡ,1,1,0,0,0,1000,
p9019,Ｐツインループ花満開,3,5,0,0,0,1000,1000
p9005,Ｐ　Ｒｅｗｒｉｔｅ　ＧＬＡ,1,1,0,0,0,1000,
p8978,Ｐおばけらんど怪ＸＡ,2,2,0,0,0,1000,1000
p8976,Ｐおばけらんど怪ＺＢＳ,2,2,0,0,0,1000,1000
p8977,Ｐおばけらんど怪ＺＡ,1,1,0,0,0,1000,
p8973,Ｐ春一番～花札昇舞～ＧＬＢ,3,3,0,0,0,1000,
p8950,Ｐ　Ｖ王　ＧＬＣ,1,1,0,0,0,1000,1000
p8933,ＰハイスクールＤ×Ｄ　ＭＸ,1,1,0,0,0,1000,1000
p8934,ＰハイスクールＤ×Ｄ　ＭＡ,1,1,0,0,0,1000,
p8932,ＰハイスクールＤ×Ｄ　ＺＤ,3,5,0,0,0,1000,1000
p8866,Ｐ　Ｒｅｗｒｉｔｅ　ＦＢ,1,1,0,0,0,1000,
p8865,Ｐ　Ｒｅｗｒｉｔｅ　ＦＡ,1,2,0,0,0,1000,
p8732,ＣＲ　ＧＧＧＧ　ＳＰ,1,1,0,0,0,1000,1000
p8562,CR桃剣斬鬼GL,1,1,0,0,0,1000,1000
p6588,ＣＲ交響詩篇エウレカセブンｓｐｅｃ２　ＺＣ,1,3,0,0,0,1000,1000
p6278,ＣＲ花満開麗ＦＡ,1,1,0,0,0,1000,1000
p9249,Ｐぱちんこ　乗物娘　ＷＩＴＨ　ＣＹＢＥＲＪＡＰＡＮ（Ｒ）ＤＡＮＣＥＲＳ　Ｍ‐Ｋ１,2,2,0,0,0,1000,1000
p9184,ＰＡうる星やつら～ラムのＬｏｖｅＳｏｎｇ～,5,5,0,0,0,1000,1000
p9169,Ｐ戦国ＢＡＳＡＲＡ,3,3,0,0,0,1000,1000
p9133,ＰＡ　ＣＹＢＯＲＧ００９　Ｎ‐Ｘ１,4,6,0,0,0,1000,1000
p9104,Ｐ花の慶次～蓮,5,18,0,0,0,1000,1000
p9078,Ｐぱちんこ　ガラスの仮面ＭＬ‐Ｋ１,3,3,0,0,0,1000,1000
p9077,Ｐぱちんこ　ガラスの仮面Ｍ‐Ｋ１,3,5,0,0,0,1000,1000
p9076,ＰＡぶいぶい！ゴジラ　Ｎ４‐Ｋ６,2,2,0,0,0,1000,1000
p9075,ＰＡぶいぶい！ゴジラ　Ｎ‐Ｋ１,1,1,0,0,0,1000,
p9030,Ｐ義風堂々！！～兼続と慶次～２　Ｍ６‐Ｘ,2,3,0,0,0,1000,1000
p9004,Ｐぶいぶい！ゴジラ　かいじゅう大集合！！,3,4,0,0,0,1000,1000
p8961,Ｐ　ＣＹＢＯＲＧ００９　Ｍ２‐Ｖ,6,12,0,0,0,1000,1000
p8960,ＰＡ真・怪獣王ゴジラ　Ｎ２‐Ｋ６,5,6,0,0,0,1000,1000
p8938,Ｐうる星やつら～ラムのＬｏｖｅＳｏｎｇ～,3,8,0,0,0,1000,1000
p8911,Ｐゾンビリーバボー～絶叫～Ｓ５‐Ｔ１,1,1,0,0,0,1000,
p8861,Ｐ信長の野望‐創造‐Ｎ‐Ｋ,2,2,0,0,0,1000,
p8854,Ｐ美夏美華パラダイス,4,4,0,0,0,1000,1000
p8824,ＰＡさくらももこ劇場コジコジ２　Ｎ２‐Ｋ,4,5,0,0,0,1000,1000
p8810,ＰＡシュタインズ・ゲート　未来ガジェット９９号機,2,4,0,0,0,1000,
p8771,CR真・怪獣王ゴジラ L‐KH,1,1,0,0,0,1000,1000
p8745,ＣＲ信長の野望　創造,1,1,0,0,0,1000,1000
p8746,Pサイボーグ009vsデビルマン119Ver.,2,2,0,0,0,1000,
p8705,ＰＡミルキーバー　ＮーＷ６,3,3,0,0,0,1000,1000
p8706,ＣＲ真・花の慶次２　漆黒の衝撃,2,2,0,0,0,1000,1000
p8523,ＣＲ花の慶次Ｘ　雲のかなたに　９９ｖｅｒ．,1,2,0,0,0,1000,1000
p7734,ＣＲ００９ＲＥ：ＣＹＢＯＲＧ　ＮＲ‐Ｋ,1,1,0,0,0,1000,1000
p7581,ＣＲ真花の慶次,2,2,0,0,0,1000,1000
p6895,ＣＲ花の慶次～漢Ｌ‐Ｖ,2,7,0,0,0,1000,1000
p5846,ＣＲ花の慶次～愛Ｈ‐Ｖ,2,4,0,0,0,1000,1000
p4789,ＣＲ花の慶次Ｓ‐Ｖ,1,1,0,0,0,1000,1000
p9167,新世紀エヴァンゲリオン～シト、新生～ＰＲＥＭＩＵＭ　ＭＯＤＥＬ,3,4,0,0,0,1000,1000
p9122,ＰＦアクエリオンＡＬＬ　ＳＴＡＲＳ,2,2,0,0,0,1000,1000
p9139,ヱヴァンゲリヲン１３　エクストラモデル,6,6,0,0,0,1000,1000
p9082,新世紀エヴァンゲリオン～シト、新生～,6,7,0,0,0,1000,1000
p9021,ヱヴァンゲリヲン１３　プレミアムモデル,1,1,0,0,0,1000,1000
p8892,モードぱちんこ　ヱヴァンゲリヲン～超覚醒～,1,1,0,0,0,1000,
p8891,ヱヴァンゲリヲン～超暴走～,4,11,0,0,0,1000,1000
p8779,モードぱちんこ コードギアス 反逆のルルーシュ お気楽バージョン,3,4,0,0,0,1000,1000
p8724,ＣＲどらむ☆ヱヴァンゲリヲンＰＩＮＫ,1,1,0,0,0,1000,1000
p8515,ＣＲヱヴァンゲリヲン　２０１８年モデル,1,5,0,0,0,1000,1000
p7552,ＣＲヱヴァンゲリヲン９　Ｗ,2,11,0,0,0,1000,1000
p7117,ＣＲヱヴァンゲリヲン８　Ｒ,2,2,0,0,0,1000,1000
p6719,ＣＲヱヴァンゲリヲン７　ＹＲＷ,1,1,0,0,0,1000,1000
p6565,ＣＲヱヴァンゲリオン７,1,4,0,0,0,1000,1000
p9285,ＰＡ緋弾のアリアＩＩＩ　ＦＷ設定付,2,2,0,0,0,1000,1000
p9069,Ｐ貞子ｖｓ伽椰子　頂上決戦,1,2,0,0,0,1000,1000
p9086,Ｐ暴れん坊将軍　炎獄鬼神の怪　ＦＷ設定付,5,9,0,0,0,1000,1000
p8983,Ｐリング　バースデイ　呪いの始まり設定付,4,7,0,0,0,1000,
p8929,Ｐ緋弾のアリアＩＩＩ　設定付,5,8,0,0,0,1000,
p8860,Ｐリング　呪縛ＲＵＳＨ　ＦＥＸ設定付,3,5,0,0,0,1000,1000
p8887,Ｐ緋弾のアリアＡＡ　ＦＥ設定付,3,3,0,0,0,1000,1000
p8802,ＰＡ地獄少女　宵伽　きくりの地獄祭り　設定付,6,8,0,0,0,1000,1000
p8752,PA FAIRY TAIL 設定付,4,5,0,0,0,1000,
p8000,ＣＲＡヘルプ！！！恋が丘学園おたすけ部,1,1,0,0,0,1000,1000
p7942,ＣＲ地獄少女　弐　きくりの地獄祭り,1,1,0,0,0,1000,1000
p6957,ＣＲ桃太郎侍怒ＦＰＷ,1,1,0,0,0,1000,1000
p6665,ＣＲデビルマンレディーＦＰＬ,1,1,0,0,0,1000,1000
p5681,ＣＲ相川七瀬～時空の翼～ＦＰＨ,1,1,0,0,0,1000,1000
p9127,Ｐ真・黄門ちゃま,4,5,0,0,0,1000,1000
p9140,Ｐルパン三世～神々への予告状～甘デジ,3,4,0,0,0,1000,1000
p9056,Ｐ烈火の炎３,3,3,0,0,0,1000,1000
p9034,Ｐ亜人～衝戟に備えろ！～１９９ｖｅｒ．,1,1,0,0,0,1000,
p9033,Ｐ亜人～衝戟の全突フルスペック！～３１９ｖｅｒ．,4,5,0,0,0,1000,1000
p8997,Ｐルパン三世～神々への予告状～,5,10,0,0,0,1000,1000
p8974,Ｐターミネーター２～連撃ＦＵＬＬ　ＡＵＴＯ　ＶＥＲ．～,2,2,0,0,0,1000,1000
p8947,Ｐ　ＪＡＷＳ再臨‐ＳＨＡＲＫ　ＰＡＮＩＣ　ＡＧＡＩＮ‐１／１１６～１／９５ｖｅｒ．,2,3,0,0,0,1000,1000
p8789,ＣＲルパン三世　ＬＡＳＴ　ＧＯＬＤ,1,1,0,0,0,1000,1000
p8743,CR不二子　Lupin The End　 99.9VER.,1,1,0,0,0,1000,1000
p8620,ＣＲ　ＪＡＷＳ再臨　ＳＨＡＲＫ　ＰＡＮＩＣ　ＡＧＡＩＮ,1,1,0,0,0,1000,1000
p8512,ＣＲ不二子　Ｌｕｐｉｎ　Ｔｈｅ　Ｅｎｄ,1,1,0,0,0,1000,1000
p8449,ＣＲ交渉人　真下正義,1,1,0,0,0,1000,1000
p8372,ＣＲ銀河鉄道９９９,1,2,0,0,0,1000,1000
p8281,ＣＲルパン三世～Ｌｕｐｉｎ　Ｔｈｅ　Ｅｎｄ～９９ｖｅｒ．,1,1,0,0,0,1000,1000
p8007,ＣＲガールズ＆パンツァー,3,3,0,0,0,1000,1000
p7820,ＣＲＪＡＷＳ～ｉｔ’ｓ　ａ　ＳＨＡＲＫ　ＰＡＮＩＣ～,2,2,0,0,0,1000,1000
p7456,ＣＲスーパーストリートファイターⅣ９ＡＵ,1,1,0,0,0,1000,1000
p7223,ＣＲルパン三世７　Ｈ９ＡＺ１,1,5,0,0,0,1000,1000
p7224,ＣＲルパン三世７　Ｍ９ＡＺ,1,2,0,0,0,1000,1000
p7191,ＣＲ戦国乙女３　９ＡＷ１,1,1,0,0,0,1000,1000
p7171,ＣＲ百花繚乱サムライガールズＭ５ＡＸ,1,1,0,0,0,1000,1000
p9046,Ｐ鳳凰∞,2,3,0,0,0,1000,
p8979,Ｐ沖７ＢＬＡＣＫ,1,1,0,0,0,1000,
p8939,Ｐ天龍∞２４００,1,1,0,0,0,1000,
p8550,ＣＲ天龍∞　７０００ＶＳ,2,2,0,0,0,1000,1000
p7357,ＣＲ超シャカＲＵＳＨ　Ａ１,1,1,0,0,0,1000,1000
p6203,ＣＲ戦国ＫＩＺＵＮＡ第二陣紅の修羅ＭＸ,1,1,0,0,0,1000,1000
p7964,ＣＲ天元突破グレンラガン　ＬＮＡ,1,1,0,0,0,1000,1000
p9182,ＰＡガンスリンガー　ストラトス　遊撃ｖｅｒ．,5,6,0,0,0,1000,1000
p9002,Ｐガンスリンガー　ストラトス,3,4,0,0,0,1000,1000
p8944,ＰＡ押忍！番長２,6,7,0,0,0,1000,1000
p8830,Ｐ押忍！番長２,5,10,0,0,0,1000,1000
p7649,ＣＲ吉宗Ｂ３ＬＯ２,1,1,0,0,0,1000,1000
p6741,ＣＲ吉宗２,1,1,0,0,0,1000,1000
p9099,Ｐ闘将覇伝,2,3,0,0,0,1000,1000
p9028,羽根モノ　スカイレーサー,3,3,0,0,0,1000,1000
p8570,ＣＲＦパワフル２０１８,1,1,0,0,0,1000,1000
p8400,ＣＲジェットアローＩＩ号γ,2,2,0,0,0,1000,1000
p9324,キュインぱちんこ　Ｐ南国育ち　デカパトｖｅｒ．　甘デジ,2,3,0,0,0,1000,1000
p9272,Ｐ新日本プロレスリング,3,5,0,0,0,1000,1000
p9183,Ｐ戦国乙女６　暁の関ヶ原,8,11,0,0,0,1000,1000
p9159,Ｐ戦国乙女５　甘デジ,6,8,0,0,0,1000,1000
p9162,Ｐホームランキング,1,1,0,0,0,1000,1000
p9083,キュインぱちんこ　Ｐ南国育ち　デカパトｖｅｒ．,3,3,0,0,0,1000,1000
p9024,Ｐトキオブラック４５００,3,3,0,0,0,1000,1000
p8971,Ｐ戦国乙女５　１／２１９～１／１８４ｖｅｒ．,4,4,0,0,0,1000,1000
p8690,ＣＲ戦国乙女５　１０ｔｈ　Ａｎｎｉｖｅｒｓａｒｙ,1,1,0,0,0,1000,1000
p8104,ＣＲドラム黄門ちゃま　またまたゴチでやんす！,1,2,0,0,0,1000,1000
p9229,ＰＡヤッターマンＶＶＶ,3,3,0,0,0,1000,
p9119,ＰヤッターマンＶＶＶ,1,1,0,0,0,1000,
p8967,Ｐドラム海物語ＩＮ沖縄　桜ＳＢＥ,2,3,0,0,0,1000,1000
p8837,ＰＡドラム海物語ＩＮ沖縄,4,6,0,0,0,1000,1000
p8791,ＣＲクジラッキー　ＹＣＡ,1,1,0,0,0,1000,1000
p8277,ＣＲヤッターマン　われら天才ドロンボー,1,1,0,0,0,1000,1000
p9101,ＰＡ怪盗おそ松さん,1,1,0,0,0,1000,
p9015,超継続パチンコ　ａｙｕｍｉ　ｈａｍａｓａｋｉ～ＬＩＶＥ　ｉｎ　ＣＡＳＩＮＯ～　設定搭載ｖｅｒ．,1,1,0,0,0,1000,1000
p9014,超継続パチンコ　ａｙｕｍｉ　ｈａｍａｓａｋｉ～ＬＩＶＥ　ｉｎ　ＣＡＳＩＮＯ～,2,8,0,0,0,1000,
p8588,ＣＲ　ＦＡＩＲＹ　ＴＡＩＬ　ＦＰＭ,1,1,0,0,0,1000,1000
p7874,ＣＲセンゴク,1,1,0,0,0,1000,1000
p7764,ＣＲデビルマン覚醒Ｎ‐ＶＥ１,1,1,0,0,0,1000,1000
p7539,ＣＲ特命係長只野仁Ｌ‐ＫＥ,1,1,0,0,0,1000,1000
p9232,ぱちんこ　仮面ライダー　轟音,5,15,0,0,0,1000,1000
p9090,ぱちんこ　ＡＫＢ４８　ワン・ツー・スリー！！　フェスティバル,3,5,0,0,0,1000,1000
p9071,ぱちんこ　ＡＫＢ４８‐３　誇りの丘　Ｌｉｇｈｔ　Ｖｅｒｓｉｏｎ,3,5,0,0,0,1000,1000
p9049,ぱちんこ　劇場版　魔法少女まどか☆マギカ,4,6,0,0,0,1000,1000
p8923,ぱちんこＧＡＮＴＺ：２,4,5,0,0,0,1000,1000
p8850,ぱちんこ　劇場霊,3,4,0,0,0,1000,1000
p8329,ＣＲＡぱちんこウルトラバトル烈伝　戦えゼロ！若き最強戦士　Ｌｉｇｈｔ　Ｅｄｉｔｉｏｎ,1,1,0,0,0,1000,1000
p7669,ＣＲウルトラバトル烈伝,1,2,0,0,0,1000,1000
p9195,Ｐアナザーゴッドハーデス　ザ・ワールド,4,4,0,0,0,1000,1000
p9153,ＰＡでかちりラッシュ,3,3,0,0,0,1000,1000
p9074,Ｐバジリスク～甲賀忍法帖～２,3,5,0,0,0,1000,1000
p9041,Ｐデビルメイクライ４　アウトオブリミット,4,4,0,0,0,1000,1000
p8980,Ｐハイスクール・フリート,3,5,0,0,0,1000,1000
p8956,Ｐアナザーゴッドハーデス　ジャッジメント,1,3,0,0,0,1000,
p8899,Ｐスターオーシャン４　ＳＷＥＥＴ　ＰＲＥＭＩＵＭ　ｖｅｒ．,4,4,0,0,0,1000,1000
p8805,ＣＲスターオーシャン４,1,3,0,0,0,1000,1000
p8581,ＣＲバジリスク　甲賀忍法帖　弦之介の章,1,2,0,0,0,1000,1000
p8143,ＣＲえとたま,2,3,0,0,0,1000,1000
p8962,ＰＡ究極神判　Ｓｗｅｅｔ　Ｊｕｄｇｅｍｅｎｔ　９９ｖｅｒ．,2,2,0,0,0,1000,1000
p8761,CR究極神判,1,1,0,0,0,1000,1000
p8343,ＣＲＡハクション大魔王　出ましたアクビちゃんＶｅｒ．,1,1,0,0,0,1000,1000
p9112,ぱちんこＧＩ優駿倶楽部,1,1,0,0,0,1000,
p9194,Ｐリング　呪いの７日間２,6,7,0,0,0,1000,1000
p10399,スマスロ　甲鉄城のカバネリ　海門（うなと）決戦,0,0,0,0,0,1849152,1838602
p10137,沖ドキ！ゴージャス　３０Φ,0,0,0,0,0,1181785,1213333
p10269,ネオアイムジャグラーＥＸ,0,0,0,0,0,1116071,1013928
p10145,ウルトラミラクルジャグラー,0,0,0,0,0,1020769,1042666
p10415,Ｌパチスロ　炎炎ノ消防隊２,0,0,0,0,0,912765,977894
p10207,Ｌ　東京喰種,0,0,0,0,0,881956,905448
p10136,沖ドキ！ゴージャス　２５Φ,0,0,0,0,0,831833,642969
p10056,ミスタージャグラー,0,0,0,0,0,816481,799107
p10009,ジャグラーガールズＳＳ,0,0,0,0,0,735483,698200
p10392,スマスロ　攻殻機動隊,0,0,0,0,0,728392,705405
p10370,スマスロ　北斗の拳　転生の章２,0,0,0,0,0,681509,601205
p10383,Ｌ不二子ＢＴ,0,0,0,0,0,543529,644117
p10051,沖ドキ！ＢＬＡＣＫ,0,0,0,0,0,514722,398300
p9980,ドラゴンハナハナ～閃光～,0,0,0,0,0,450000,350000
p10358,スマスロ　化物語,0,0,0,0,0,447987,531037
p9923,スマスロモンキーターンＶ,0,0,0,0,0,441358,474514
p10375,ニューキングハナハナＶ‐３０,0,0,0,0,0,438181,438000
p10391,スマスロ　ハナビ,0,0,0,0,0,383023,433450
p10312,Ｌ　アズールレーン　ＴＨＥ　ＡＮＩＭＡＴＩＯＮ,0,0,0,0,0,356693,389905
p10211,スマスロ　マギアレコード　魔法少女まどか☆マギカ外伝,0,0,0,0,0,355020,374383
