コード,修正機種名,件数,台数,最小値,最大値,合計額,中心価格,前回
p9335,Ｐ大工の源さん　超韋駄天　ＬＩＧＨＴ,0,0,0,0,0,1000,1000
p9296,ＰＡ大海物語４スペシャル　Ｗｉｔｈアグネス・ラム,0,0,0,0,0,1000,1000
p9256,Ｐ大海物語４スペシャル,0,0,0,0,0,1000,1000
p9692,Ｐひぐらしのなく頃に～蕾～,0,0,0,0,0,1000,1000
p9642,Ｐ真・一騎当千,0,0,0,0,0,1000,1000
p9548,Ｐひぐらしのなく頃に～彩～,0,0,0,0,0,1000,1000
p9464,Ｐ神・天才バカボン～神ＳＰＥＣ～,0,0,0,0,0,1000,1000
p9417,Ｐひぐらしのなく頃に～囁～,0,0,0,0,0,1000,1000
p9411,Ｐ中森明菜・歌姫伝説～ＴＨＥ　ＢＥＳＴ　ＬＥＧＥＮＤ～１／９９ｖｅｒ,0,0,0,0,0,1000,1000
p9338,Ｐ中森明菜・歌姫伝説～ＴＨＥ　ＢＥＳＴ　ＬＥＧＥＮＤ～,0,0,0,0,0,1000,1000
p9295,Ｐひぐらしのなく頃に～瞬～,0,0,0,0,0,1000,1000
p9688,Ｐ銭形平次３　ＤＥＮＫＯＵＳＥＫＫＡ　平次Ｖｅｒ．,0,0,0,0,0,1000,1000
p9644,Ｐあっぱれ！夏物語　ドカン！！と一発７０００Ｖｅｒ．,0,0,0,0,0,1000,1000
p9639,Ｐリアル鬼ごっこ２　全力疾走チャージ王様Ｖｅｒ．,0,0,0,0,0,1000,1000
p9622,Ｐらんま１／２　熱血格闘遊戯　９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9593,Ｐ一球魂ＧＯＬＤピラミッ伝,0,0,0,0,0,1000,1000
p9576,Ｃの衝撃！！Ｐ弾球黙示録カイジ５　電撃チャージ和也Ｖｅｒ．,0,0,0,0,0,1000,1000
p9550,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ケンシロウ９９　トキＶｅｒ．,0,0,0,0,0,1000,1000
p9551,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ラオウ９９　アミＶｅｒ．,0,0,0,0,0,1000,1000
p9527,Ｐらんま１／２　熱血格闘遊戯　１９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9510,Ｐカイジ鉄骨渡り　勝負編７０００,0,0,0,0,0,1000,1000
p9472,Ｐリアル鬼ごっこ２　全力疾走チャージ鬼Ｖｅｒ．,0,0,0,0,0,1000,1000
p9468,Ｐ女神ドリーム,0,0,0,0,0,1000,1000
p9440,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ラオウ１９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9403,Ｐ閃乱カグラ２　パイまみれ９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9402,Ｐ学園黙示録ハイスクール・オブ・ザ・デッド２　弾丸８８Ｖｅｒ．,0,0,0,0,0,1000,1000
p9387,Ｐ弾球黙示録カイジ５　電撃チャージＶｅｒ．Ｂ,0,0,0,0,0,1000,1000
p9386,Ｐ弾球黙示録カイジ５　電撃チャージＶｅｒ．Ａ,0,0,0,0,0,1000,1000
p9351,Ｐ　ＤＤ北斗の拳２　ついでに愛をとりもどせ！！　ケンシロウ３１９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9327,Ｐ安心ぱちんこキレパンダｉｎリゾート,0,0,0,0,0,1000,1000
p9278,Ｐ閃乱カグラ２　胸躍る１９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9238,Ｐ学園黙示録ハイスクール・オブ・ザ・デッド２　弾丸３１９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9505,Ｐミニミニモンスター　ドラムｖｅｒ,0,0,0,0,0,1000,1000
p9685,Ｐ華牌ＲＲｗｉｔｈ清水あいり　１５０ｄｅ遊タイム,0,0,0,0,0,1000,1000
p9657,Ｐ　ＡＮＯＴＨＥＲ　ＷＩＬＤ　ＲＯＤＥＯ～スギちゃんっス～,0,0,0,0,0,1000,1000
p9623,Ｐコマコマ倶楽部ｗｉｔｈ坂本冬美　１９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9540,Ｐｙｅｓ！高須クリニック～超整形ＢＬＡＣＫ～,0,0,0,0,0,1000,1000
p9471,ＰＡ競女！！！！！！！！‐ＫＥＩＪＯ‐９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9430,Ｐ絶超電役ドラドラ天国２４００‐９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9384,ＰＡ　ＳＵＰＥＲ電役ナナシーＳＰＥＣＩＡＬ６６,0,0,0,0,0,1000,1000
p9367,Ｐ競女！！！！！！！！‐ＫＥＩＪＯ‐１９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9366,Ｐ競女！！！！！！！！‐ＫＥＩＪＯ‐３１９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9321,Ｐバーストエンジェル３　１９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9283,Ｐワイルドロデオ６７５０だぜぇ,0,0,0,0,0,1000,1000
p9665,Ｐモモキュンソード閃撃ＧＣＡ,0,0,0,0,0,1000,1000
p9664,Ｐ刀使ノ巫女　甘デジｖｅｒ．,0,0,0,0,0,1000,1000
p9653,Ｐ結城友奈は勇者であるＡＬＬＲＵＳＨ　ＧＣＡａ,0,0,0,0,0,1000,1000
p9582,Ｐ花満開　月光ＧＣＡ,0,0,0,0,0,1000,1000
p9559,Ｐおばけらんど２０２２,0,0,0,0,0,1000,1000
p9546,Ｐ刀使ノ巫女,0,0,0,0,0,1000,1000
p9504,Ｐ春一番～恋絵巻～　甘デジ,0,0,0,0,0,1000,1000
p9487,Ｐ織田信奈の野望　全国版ＧＣ２５０Ａａ,0,0,0,0,0,1000,1000
p9467,Ｐ花満開　月光　ＴＨＥ　ＦＩＮＡＬ,0,0,0,0,0,1000,1000
p9445,ＰモンキーターンＶ　ＧＣ２５０Ａ,0,0,0,0,0,1000,1000
p9404,Ｐモモキュンソード閃撃,0,0,0,0,0,1000,1000
p9337,Ｐ織田信奈の野望　全国版ＭＧａ,0,0,0,0,0,1000,1000
p9314,ＰモンキーターンＶ　ＭＤ,0,0,0,0,0,1000,
p9268,ＰモモキュンソードＧＣ２５０Ａ,0,0,0,0,0,1000,1000
p9270,Ｐ春一番～恋絵巻～ＭＢ,0,0,0,0,0,1000,1000
p9269,Ｐ春一番～恋絵巻～ＺＥ,0,0,0,0,0,1000,1000
p9240,Ｐ結城友奈は勇者である,0,0,0,0,0,1000,1000
p9699,Ｐデビルマン～疾風迅雷～　１２９ｖｅｒ．,0,0,0,0,0,1000,4571
p9686,Ｐ真・怪獣王ゴジラ２,0,0,0,0,0,1000,1000
p9647,ＰＡビビッドレッド・オペレーション　Ｓｗｅｅｔもも９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9648,Ｐだるまっしゅ２,0,0,0,0,0,1000,1000
p9633,Ｐあぶない刑事　１２９ｖｅｒ．,0,0,0,0,0,1000,1000
p9612,Ｐはぐれ刑事純情派,0,0,0,0,0,1000,1000
p9578,ＰＡ真・花の慶次２　漆黒の衝撃　９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9580,ＰＡ野生の王国～どらむサファリ～９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9579,Ｐ野生の王国～どらむサファリ～１５９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9554,ＰＡガールフレンド（仮）　９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9532,Ｐ真・花の慶次３,0,0,0,0,0,1000,1000
p9499,ＰＡ野生の王国ＧＯ　９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9489,Ｐ真・花の慶次２　漆黒の衝撃　ＥＸＴＲＡ　ＲＵＳＨ,0,0,0,0,0,1000,1000
p9488,Ｐ００９　ＲＥ：ＣＹＢＯＲＧ　ＡＣＣＥＬＥＲＡＴＯＲ　ＥＤＩＴＩＯＮ,0,0,0,0,0,1000,1000
p9441,Ｐデビルマン～疾風迅雷～,0,0,0,0,0,1000,1000
p9455,ＰＡぱちんこ乗物娘７７ｖｅｒ．,0,0,0,0,0,1000,1000
p9416,Ｐあぶない刑事,0,0,0,0,0,1000,1000
p9380,Ｐベルセルク無双,0,0,0,0,0,1000,1000
p9371,Ｐ花の慶次～蓮　１９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9336,Ｐガールフレンド（仮）,0,0,0,0,0,1000,1000
p9310,Ｐ野生の王国ＧＯ　Ｍ２‐Ｔ,0,0,0,0,0,1000,
p9287,ＰＡ花の慶次～蓮,0,0,0,0,0,1000,1000
p9250,Ｐぱちんこ　乗物娘　ＷＩＴＨ　ＣＹＢＥＲＪＡＰＡＮ（Ｒ）ＤＡＮＣＥＲＳ　Ｍ５‐Ｋ１,0,0,0,0,0,1000,1000
p9252,ＰＡ戦国ＢＡＳＡＲＡ　Ｎ‐５Ｖ１,0,0,0,0,0,1000,1000
p9234,Ｐ義風堂々！！～兼続と慶次～２　Ｎ‐Ｘ,0,0,0,0,0,1000,1000
p9227,ＰＡ真・怪獣王ゴジラ　ＮＬ‐Ｋ１,0,0,0,0,0,1000,
p9198,ＰＡぱちんこ　ガラスの仮面Ｎ‐Ｋ１,0,0,0,0,0,1000,1000
p9706,Ｐ宇宙戦艦ヤマト２２０２　愛の戦士たち　Ｌｉｇｈｔ　ｖｅｒ．,0,0,0,0,0,1000,1000
p9661,Ｐ宇宙戦艦ヤマト２２０２　‐ＯＮＬＹ　ＯＮＥ‐,0,0,0,0,0,1000,1000
p9590,Ｐコードギアス　反逆のルルーシュ　Ｌｉｇｈｔ　ｖｅｒ．,0,0,0,0,0,1000,1000
p9509,新世紀エヴァンゲリオン～未来への咆哮～,0,0,0,0,0,1000,1000
p9456,Ｐコードギアス　反逆のルルーシュ　ライトミドルｖｅｒ．,0,0,0,0,0,1000,1000
p9412,Ｐ宇宙戦艦ヤマト２２０２　愛の戦士たち,0,0,0,0,0,1000,1000
p9317,新世紀エヴァンゲリオン　決戦　プレミアムモデル,0,0,0,0,0,1000,1000
p9288,Ｐコードギアス　反逆のルルーシュ,0,0,0,0,0,1000,1000
p9236,新世紀エヴァンゲリオン　決戦～真紅～,0,0,0,0,0,1000,1000
p9667,Ｐサラリーマン金太郎,0,0,0,0,0,1000,1000
p9634,ＰストリートファイターＶ,0,0,0,0,0,1000,1000
p9616,ＰＡ真・暴れん坊将軍９９Ｖｅｒ．,0,0,0,0,0,1000,1000
p9597,Ｐアレジン　プレミアム,0,0,0,0,0,1000,1000
p9577,Ｐどないやねん,0,0,0,0,0,1000,1000
p9553,Ｐとある科学の超電磁砲,0,0,0,0,0,1000,1000
p9474,Ｐ地獄少女　華ＦＭＢ,0,0,0,0,0,1000,1000
p9422,Ｐ真・暴れん坊将軍　双撃ＦＭＧ,0,0,0,0,0,1000,1000
p9425,Ｐ　リング　呪いの７日間２　ＦＷＡ,0,0,0,0,0,1000,1000
p9365,Ｐ地獄少女　きくりのお祭りＬＩＶＥ　ＦＷＡ,0,0,0,0,0,1000,1000
p9348,ＰＡリング　バースデイ　呪いの始まりＦＷＣ,0,0,0,0,0,1000,1000
p9333,Ｐ緋弾のアリア　～緋弾覚醒編～,0,0,0,0,0,1000,1000
p9286,ＰＡ貞子ｖｓ伽椰子　頂上決戦ＦＷＡ,0,0,0,0,0,1000,1000
p9243,Ｐリング　呪いの７日間２　ＦＳＡ,0,0,0,0,0,1000,1000
p9694,Ｐルパン三世　消されたルパン２０２２,0,0,0,0,0,1000,7083
p9637,Ｐルパン三世～復活のマモー～甘デジ,0,0,0,0,0,1000,1000
p9627,Ｐ麻雀物語４,0,0,0,0,0,1000,1000
p9558,Ｐ新鬼武者　ＤＡＷＮ　ＯＦ　ＤＲＥＡＭＳ　甘デジ,0,0,0,0,0,1000,1000
p9538,Ｐルパン三世　２０００カラットの涙,0,0,0,0,0,1000,1000
p9498,Ｐガールズ＆パンツァー劇場版　甘デジ,0,0,0,0,0,1000,1000
p9448,Ｐ　ＪＡＷＳ３　ＬＩＧＨＴ,0,0,0,0,0,1000,1000
p9450,Ｐルパン三世～復活のマモー～２１９ｖｅｒ．,0,0,0,0,0,1000,1000
p9415,Ｐ新鬼武者　ＤＡＷＮ　ＯＦ　ＤＲＥＡＭＳ,0,0,0,0,0,1000,1000
p9356,Ｐガールズ＆パンツァー　劇場版,0,0,0,0,0,1000,1000
p9292,Ｐ　ＪＡＷＳ３　ＳＨＡＲＫ　ＰＡＮＩＣ～深淵～,0,0,0,0,0,1000,1000
p9307,Ｐ真・黄門ちゃま　甘デジ,0,0,0,0,0,1000,1000
p9245,Ｐルパン三世～復活のマモー～,0,0,0,0,0,1000,1000
p9221,Ｐ烈火の炎３　甘デジ,0,0,0,0,0,1000,1000
p9662,Ｐ真シャカＲＵＳＨ　Ｊｒ．　１１７　Ａ２,0,0,0,0,0,1000,1000
p9655,Ｐ真シャカＲＵＳＨ　Ｊｒ．　１１７,0,0,0,0,0,1000,1000
p9600,Ｐ獅子王,0,0,0,0,0,1000,1000
p9397,Ｐ天龍∞２,0,0,0,0,0,1000,1000
p9280,Ｐ真シャカＲＵＳＨ,0,0,0,0,0,1000,1000
p9678,Ｐバジリスク　～桜花忍法帖～早咲き桜９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9629,Ｐ真バジリスク～甲賀忍法帖～,0,0,0,0,0,1000,1000
p9567,ＰＡナムココレクション２　スイートゲームｖｅｒ．,0,0,0,0,0,1000,1000
p9566,Ｐナムココレクション２,0,0,0,0,0,1000,1000
p9507,Ｐデビルメイクライ４　クレイジーバトル,0,0,0,0,0,1000,1000
p9437,ＰＡナムココレクション８９ｖｅｒ．,0,0,0,0,0,1000,1000
p9391,Ｐバジリスク　～桜花忍法帖～,0,0,0,0,0,1000,1000
p9342,Ｐバジリスク～甲賀忍法帖～２　朧の章,0,0,0,0,0,1000,1000
p9282,Ｐアナザーゴッドポセイドン‐怒濤の神撃‐,0,0,0,0,0,1000,1000
p9247,ＰＡハイスクール・フリート　スイートでハッピー！,0,0,0,0,0,1000,1000
p9537,Ｐ　Ｒｅ：ゼロから始める異世界生活　鬼がかりｖｅｒ．,0,0,0,0,0,1000,1000
p9308,Ｐ　Ｒｅ：ゼロから始める異世界生活,0,0,0,0,0,1000,1000
p9491,Ｐ　Ｊ‐ＲＵＳＨ５　ＲＳＪ,0,0,0,0,0,1000,1000
p9490,Ｐ　Ｊ‐ＲＵＳＨ５　ＨＳＪ,0,0,0,0,0,1000,1000
p9383,ＰＦパワフル,0,0,0,0,0,1000,1000
p9323,ＰパトラッシュＶ　ＧＲＥＥＮ,0,0,0,0,0,1000,
p9322,ＰパトラッシュＶ　ＲＥＤ,0,0,0,0,0,1000,1000
p9225,ＰＦクィーンＩＩ,0,0,0,0,0,1000,1000
p9659,Ｐ黄門ちゃま　神盛２,0,0,0,0,0,1000,1000
p9638,Ｐ戦国乙女　ＬＥＧＥＮＤ　ＢＡＴＴＬＥ,0,0,0,0,0,1000,1000
p9626,Ｐめぞん一刻～Ｗｅｄｄｉｎｇ　Ｓｔｏｒｙ～　甘デジ,0,0,0,0,0,1000,1000
p9481,Ｐバキ１９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9480,Ｐバキ３１９ｖｅｒ．,0,0,0,0,0,1000,1000
p9478,Ｐピンク・レディー　甘デジ,0,0,0,0,0,1000,1000
p9449,Ｐうまい棒４５００～１０５００,0,0,0,0,0,1000,1000
p9407,Ｐめぞん一刻～Ｗｅｄｄｉｎｇ　Ｓｔｏｒｙ～,0,0,0,0,0,1000,1000
p9390,Ｐニュートキオ　ヘソタイプ,0,0,0,0,0,1000,1000
p9389,Ｐニュートキオ　ハカマタイプ,0,0,0,0,0,1000,1000
p9377,Ｐ戦国乙女６～暁の関ヶ原～甘デジ,0,0,0,0,0,1000,1000
p9355,Ｐピンク・レディー,0,0,0,0,0,1000,1000
p9326,Ｐ銀河鉄道９９９ＧＯＬＤＥＮ　甘デジ,0,0,0,0,0,1000,1000
p9602,Ｐ元祖ギンギラパラダイス,0,0,0,0,0,1000,1000
p9549,ＰＡギンギラパラダイス　夢幻カーニバル　強９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9360,Ｐギンギラパラダイス　夢幻カーニバル　１９９ｖｅｒ．,0,0,0,0,0,1000,1000
p9359,Ｐギンギラパラダイス　夢幻カーニバル　３１９ｖｅｒ．,0,0,0,0,0,1000,1000
p9313,ＰＡわんわんパラダイスＶ,0,0,0,0,0,1000,1000
p9239,ＰＡドラム海物語ＩＮ　ＪＡＰＡＮ,0,0,0,0,0,1000,1000
p9716,ぱちんこ　ウルトラマンティガ　１５００×８４,0,0,0,0,0,1000,6250
p9679,ぱちんこ　ＧＡＮＴＺ：３　ＬＡＳＴ　ＢＡＴＴＬＥ,0,0,0,0,0,1000,1000
p9569,ぱちんこ　ウルトラマンタロウ２　超決戦　ＬＩＧＨＴ　ｖｅｒ．,0,0,0,0,0,1000,1000
p9482,ぱちんこ　ウルトラ６兄弟　Ｌｉｇｈｔ　Ｖｅｒｓｉｏｎ,0,0,0,0,0,1000,1000
p9375,ぱちんこ　ウルトラマンタロウ２,0,0,0,0,0,1000,1000
p9363,ぱちんこ　ＧＡＮＴＺ極,0,0,0,0,0,1000,1000
p9341,ぱちんこ　ＡＫＢ４８　桜　ＬＩＧＨＴ　ｖｅｒ．,0,0,0,0,0,1000,1000
p9334,ぱちんこ　ＧＡＮＴＺ：２　Ｓｗｅｅｔ　ばーじょん,0,0,0,0,0,1000,1000
p9264,ぱちんこ　ウルトラセブン　超乱舞,0,0,0,0,0,1000,1000
p9536,Ｐ　ＧＯＧＯピラミッド危機一発４５００,0,0,0,0,0,1000,1000
p9574,ぱちんこ戦国コレクションＢＬＡＣＫ,0,0,0,0,0,1000,1000
p9483,ＰＡぱちんこ戦国コレクション小悪魔９９,0,0,0,0,0,1000,1000
p9312,ぱちんこ戦国コレクション,0,0,0,0,0,1000,1000
p9228,ぱちんこＧＩ優駿倶楽部遊タイム付,0,0,0,0,0,1000,1000
p9700,Ｐうしおととら～超獣ＳＰＥＣ～,0,0,0,0,0,1000,6400
p9695,Ｐ犬夜叉２,0,0,0,0,0,1000,1000
p9619,Ｐ中森明菜・歌姫伝説～ＴＨＥ　ＢＥＳＴ　ＬＥＧＥＮＤ～１９９ｖｅｒ,0,0,0,0,0,1000,1000
p9260,Ｐパイレーツオブダイナマイトキング,0,0,0,0,0,1000,1000
p9233,Ｐおそ松さんの頑張れ！ゴールデンロード６２５ＶＥＲ．,0,0,0,0,0,1000,1000
p9689,Ｐシンデレラブレイド,0,0,0,0,0,1000,1000
p9565,Ｐとある魔術の禁書目録　Ｌｉｇｈｔ　ＰＲＥＭＩＵＭ　ｖｅｒ．,0,0,0,0,0,1000,1000
p9452,ＰＡ　ＦＡＩＲＹ　ＴＡＩＬ２　ＪＷＡ,0,0,0,0,0,1000,1000
p9454,ＰＡ遠山の金さん２　遠山桜と華の密偵ＪＷＤ,0,0,0,0,0,1000,1000
p9453,Ｐ遠山の金さん２　遠山桜と華の密偵ＪＱＡ,0,0,0,0,0,1000,1000
p9315,Ｐ戦国†恋姫　Ｖチャージｖｅｒ,0,0,0,0,0,1000,1000
p9304,Ｐ　ＦＡＩＲＹ　ＴＡＩＬ２,0,0,0,0,0,1000,1000
p9248,Ｐとある魔術の禁書目録,0,0,0,0,0,1000,1000
p9211,Ｐ遠山の金さん２　遠山桜と華の密偵,0,0,0,0,0,1000,1000
p9108,ぱちんこ　ウルトラ６兄弟,3,6,0,0,0,1000,
p9115,ぱちんこ　新鬼武者　狂鬼乱舞　Ｌｉｇｈｔ　Ｖｅｒｓｉｏｎ,4,5,0,0,0,1000,1000
p9016,ぱちんこ　ウルトラセブン２　Ｌｉｇｈｔ　Ｖｅｒｓｉｏｎ,3,5,0,0,0,1000,1000
p8982,ぱちんこ　新・必殺仕置人,6,6,0,0,0,1000,1000
p8908,ぱちんこ冬のソナタＲｅｍｅｍｂｅｒ　Ｓｗｅｅｔ　Ｖｅｒｓｉｏｎ,7,15,0,0,0,1000,1000
p8847,ぱちんこ　必殺仕事人　総出陣,4,9,0,0,0,1000,1000
p8790,ぱちんこ新鬼武者　超・蒼剣,3,3,0,0,0,1000,1000
p8750,CRぱちんこ仮面ライダー　フルスロットル　闇のバトルver.,3,3,0,0,0,1000,1000
p8374,ＣＲぱちんこ必殺仕事人Ｖ,2,2,0,0,0,1000,1000
p8269,ＣＲぱちんこ水戸黄門ＩＩＩ,1,1,0,0,0,1000,1000
p8258,ちょいパチ　ＡＫＢ４８　バラの儀式　完全版３９,1,1,0,0,0,1000,1000
p7862,ＣＲぱちんこ仮面ライダーフルスロットル,2,2,0,0,0,1000,1000
p7766,ＣＲよしもとタウンＬ１,1,1,0,0,0,1000,1000
p7683,ＣＲＡＫＢ４８バラの儀式ＳｗｅｅｔまゆゆＶｅｒ．,1,1,0,0,0,1000,1000
p7536,ＣＲキン肉マン夢の超人タッグ編Ａ１,1,1,0,0,0,1000,1000
p7752,イケイケマハロ‐３０,1,1,0,0,0,1000,1000
p7261,ＣＲコードギアス　反逆のルルーシュ,2,4,0,0,0,1000,1000
p7235,ＣＲ冬のソナタＦｉｎａｌＬ２（ＳｗｅｅｔＫｉｓｓＶｅｒｓｉｏｎ）,1,1,0,0,0,1000,1000
p7208,ＣＲ仮面ライダーＶ３,2,6,0,0,0,1000,1000
p7147,ＣＲ必殺仕事人お祭りわっしょい,1,1,0,0,0,1000,1000
p7022,ＣＲウルトラマンタロウ暗黒の逆襲,1,1,0,0,0,1000,1000
p6859,ＣＲ必殺仕事人桜花乱舞,1,1,0,0,0,1000,1000
p6726,ＣＲ超電磁ロボコン・バトラーＶ,1,1,0,0,0,1000,1000
p6598,ＣＲ銀河鉄道９９９ＬｉｇｈｔＶｅｒｓｉｏｎ,1,2,0,0,0,1000,1000
p6538,ＣＲ必殺仕事人Ⅳ,3,3,0,0,0,1000,1000
p9533,ＰＦゴルゴ１３Ｌｉｇｈｔ　ｖｅｒ．「２０２２年」,1,1,0,0,0,1000,1000
p6255,ＣＲ銭形平次ｗｉｔｈチームＺ,3,8,0,0,0,1000,1000
p6090,ＣＲ戦国無双ＭＡＸＥＤＩＴＩＯＮ,1,1,0,0,0,1000,1000
p5903,ＣＲＡ必殺仕事人Ⅲ　竜バージョン,1,1,0,0,0,1000,1000
p5754,ＣＲ爽快美空ひばり不死鳥伝説,1,1,0,0,0,1000,1000
p5031,ＣＲ冬のソナタ２,1,1,0,0,0,1000,1000
p5437,ＣＲキン肉マン,1,1,0,0,0,1000,1000
p9096,Ｐビッグドリーム２激神,2,2,0,0,0,1000,
p9037,デジハネＰＡガオガオキング３,2,2,0,0,0,1000,1000
p9217,Ｐ交響詩篇エウレカセブン　ＨＩ‐ＥＶＯＬＵＴＩＯＮ　ＺＥＲＯ,3,6,0,0,0,1000,1000
p9137,Ｐ真・北斗無双　第２章　頂上決戦,4,6,0,0,0,1000,1000
p9109,Ｐ蒼天の拳　双龍,2,4,0,0,0,1000,
p9039,デジハネＰ七つの大罪　エリザベスＶｅｒ．,4,6,0,0,0,1000,1000
p8993,Ｐ北斗の拳８覇王,2,7,0,0,0,1000,
p8966,Ｐあの日見た花の名前を僕達はまだ知らない。,4,5,0,0,0,1000,1000
p8821,デジハネＰＡ北斗の拳７　天破,2,8,0,0,0,1000,
p8765,ぱちんこ宇宙戦艦ヤマト2199 波動 199Ver.,4,5,0,0,0,1000,1000
p8764,ぱちんこ宇宙戦艦ヤマト2199 反撃 219Ver.,2,3,0,0,0,1000,
p8696,ぱちんこＣＲ真・北斗無双　第２章,1,2,0,0,0,1000,1000
p8662,ぱちんこＣＲ七つの大罪,1,1,0,0,0,1000,1000
p8524,ぱちんこＣＲぷよぷよ,3,3,0,0,0,1000,1000
p8323,ぱちんこＣＲ北斗の拳７　転生,1,1,0,0,0,1000,1000
p7940,ぱちんこＣＲ真・北斗無双,2,9,0,0,0,1000,1000
p7859,ＣＲＡデジハネ聖戦士ダンバインＳＷＤＡ,1,1,0,0,0,1000,1000
p7812,ＣＲ北斗の拳６天翔百裂ＦＴＢ,1,1,0,0,0,1000,1000
p7769,ＣＲ神獣王２,2,2,0,0,0,1000,1000
p7727,ＣＲ化物語ＳＴＫ（デジハネ）,1,1,0,0,0,1000,1000
p7675,ＣＲ聖戦士ダンバインＦＷＮ,1,1,0,0,0,1000,1000
p7531,ＣＲ北斗の拳６拳王,2,4,0,0,0,1000,1000
p7347,ＣＲ戦乱ＢｕｒＳＴ！ＳＷ,1,1,0,0,0,1000,1000
p7262,ＣＲ北斗の拳５百裂,2,2,0,0,0,1000,1000
p6396,ＣＲアラジンＮＥＯ,1,2,0,0,0,1000,1000
p6229,ＣＲ北斗の拳百裂,1,2,0,0,0,1000,1000
p9591,ＰＦアイドルマスター　ミリオンライブ！　３９フェスｖｅｒ．,2,5,0,0,0,1000,1000
p9201,Ｆバイオハザード　リベレーションズ２　ＬＩＧＨＴｖｅｒ．,3,3,0,0,0,1000,1000
p9200,Ｆバイオハザード　リベレーションズ２　１／１９９,3,3,0,0,0,1000,1000
p9179,ＰＦ戦姫絶唱シンフォギア２,4,5,0,0,0,1000,1000
p9180,ＰＦ真花月２夜桜バージョン,4,4,0,0,0,1000,1000
p9121,ＰＦ機動戦士ガンダム逆襲のシャア　Ｌｉｇｈｔ　ｖｅｒ．,3,4,0,0,0,1000,1000
p9102,Ｆマクロスデルタ　Ｖ‐ラッシュ　ｖｅｒ．,3,3,0,0,0,1000,1000
p9138,鉄拳　極　ＳＷＥＥＴ　ＣＯＭＢＯ　ＶＥＲ．,3,3,0,0,0,1000,1000
p9072,Ｆ蒼穹のファフナー２　Ｌｉｇｈｔ　ｖｅｒ．,2,2,0,0,0,1000,1000
p9073,Ｆバイオハザード　リベレーションズ２,4,4,0,0,0,1000,
p9044,ＰＡＦスーパー戦隊　ＬＩＧＨＴ　ｖｅｒ．,2,2,0,0,0,1000,1000
p9045,ＰＦトータル・イクリプス,1,1,0,0,0,1000,
p9025,ＰＦマクロスフロンティア３　Ｌｉｇｈｔ　ｖｅｒ．,2,3,0,0,0,1000,
p9026,ＰＦアクエリオンＷ　気持ちいい～！ｖｅｒ．,2,2,0,0,0,1000,
p9010,ＰＦ機動戦士ガンダム　逆襲のシャア,5,6,0,0,0,1000,1000
p8985,鉄拳　極,2,6,0,0,0,1000,
p8992,ＰＦマクロスΔ　設定付,2,5,0,0,0,1000,
p8991,ＰＦマクロスΔ,3,5,0,0,0,1000,1000
p8953,ＰＦゴルゴ１３Ｌｉｇｈｔ　ｖｅｒ．,2,2,0,0,0,1000,1000
p8904,ＰＦ革命機ヴァルヴレイヴＹＲ,2,3,0,0,0,1000,
p8902,ＰＦスーパー戦隊Ｓ,3,3,0,0,0,1000,
p8859,ＣＲＦマクロスフロンティア３Ｒ,1,4,0,0,0,1000,1000
p8806,ＣＲＦゴルゴ１３,1,1,0,0,0,1000,1000
p8719,ＰＦＲー１８ＹＧ,1,1,0,0,0,1000,1000
p8710,ＰＦ革命機ヴァルヴレイヴＷ,4,4,0,0,0,1000,1000
p8438,ＣＲＦ戦姫絶唱シンフォギア,1,1,0,0,0,1000,1000
p8273,ＣＲパトラッシュＪ　ＢＬＵＥ,1,1,0,0,0,1000,1000
p7451,ＣＲＦ涼宮ハルヒの憂鬱Ｚ,1,1,0,0,0,1000,1000
p7019,ＣＲＦ機動戦士ガンダムＧ,3,4,0,0,0,1000,1000
p6938,ＣＲＦタイガーマスク２,3,6,0,0,0,1000,1000
p5183,ＣＲパトラッシュ２ＲＥＤ,1,1,0,0,0,1000,1000
