機種ID,メーカーID,メーカー名,パチンコ/スロット区分,PW機種コード,機種名,機種名カナ,検索用機種名カナ,機種グループ,機種ジャンル,販売年月日,予定販売台数,機種URL,MAX設置台数,MAX設置台数記録日,MAX設置店舗数,MAX設置店舗数記録日,備考,登録日時,更新日時,機種タイプ,確変タイプ,確率タイプ,大当り確率,高確率時確率,確変突入率,確変継続率,確変継続率タイプ,潜伏確変有無,賞球数,カウント数,ラウンド数,コインサイズ,機種タイプ,ARTタイプ,1G純増枚数,1G純増枚数タイプ,テーブル管理有無,天井ゲーム数,ボーナス獲得枚数,ART獲得枚数,ボーナス・ART確率,出玉率,型式名,検定日(東京),検定番号,PB機,管理遊技機,機種区分,設定,遊タイム,ラッキートリガー,デカヘソ,PB機,高射幸性機,メダルレス,規則区分,ボーナストリガー,みなし機,メーカーグループID,メーカーグループ名,公示日東京都検定,P区分,S区分,コード
100093,64,マルホン,1,p0096,ＣＲパワーシュート２,パワーシュート,パワーシュート,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,マルホン,,,,96
100094,36,タイヨーエレック,1,p0097,ＣＲパワーダンク２,パワーダンク,パワーダンク,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,97
100095,79,ＳＡＮＫＹＯ,1,p0098,ＣＲビッキーチャンス１,ビッキーチャンス,ビッキーチャンス,9999,4,,,,0,42718,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,98
100096,33,大一,1,p0099,ＣＲビッグソロッター２,ビッグソロッター,ビッグソロッター,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,99
100097,48,西陣,1,p0100,ＣＲビックリパット７,ビックリパット,ビックリパット,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,100
100098,79,ＳＡＮＫＹＯ,1,p0101,ＣＲＦリノＳＰ,リノ,リノ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,101
100099,79,ＳＡＮＫＹＯ,1,p0102,ＣＲＦビーチ,ビーチ,ビーチ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,102
100100,38,高尾,1,p0103,ＣＲフューチャーＶ,フューチャー,フューチャー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,高尾,,,,103
100101,16,奥村,1,p0104,ＣＲブラックホール３,ブラックホール,ブラックホール,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,104
100102,49,ニューギン,1,p0105,ＣＲフリークエント７,フリークエント,フリークエント,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,105
100103,64,マルホン,1,p0106,ＣＲフリフリダービー,フリフリダービー,フリフリダービー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,マルホン,,,,106
100104,49,ニューギン,1,p0107,ＣＲフルーツカクテル３,フルーツカクテル,フルーツカクテル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,107
100105,33,大一,1,p0108,ＣＲフルーツパッション,フルーツパッション,フルーツパッション,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,108
100106,33,大一,1,p0109,ＣＲブレイクチャンスＶ,ブレイクチャンス,ブレイクチャンス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,109
100107,48,西陣,1,p0110,ＣＲブンブンラリーＳＰ,ブンブンラリー,ブンブンラリー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,110
100108,79,ＳＡＮＫＹＯ,1,p0111,ＣＲポールポジション１,ポールポジション,ポールポジション,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,111
100109,61,平和,1,p0112,ＣＲマーチ,マーチ,マーチ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,112
100110,16,奥村,1,p0113,ＣＲマジカルターン,マジカルターン,マジカルターン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,113
100111,26,三洋,1,p0114,ＣＲマジカルパニック,マジカルパニック,マジカルパニック,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,114
100112,48,西陣,1,p0115,ＣＲマジックボックス,マジックボックス,マジックボックス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,115
100113,26,三洋,1,p0116,ＣＲマリンギャルズ２,マリンギャルズ,マリンギャルズ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,116
100114,79,ＳＡＮＫＹＯ,1,p0117,ＣＲミスターマジック,ミスターマジック,ミスターマジック,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,117
100115,61,平和,1,p0118,ＣＲミスパチプロ,ミスパチプロ,ミスパチプロ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,118
100116,64,マルホン,1,p0119,ＣＲミラクルマン,ミラクルマン,ミラクルマン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,マルホン,,,,119
100117,26,三洋,1,p0120,ＣＲメルヘン２,メルヘン,メルヘン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,120
100118,48,西陣,1,p0121,ＣＲメロディーボックス,メロディーボックス,メロディーボックス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,121
100119,33,大一,1,p0122,ＣＲモンキーチャンスＶ,モンキーチャンス,モンキーチャンス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,122
100120,40,竹屋,1,p0123,ＣＲモンスターハウス,モンスターハウス,モンスターハウス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,竹屋,,,,123
100121,16,奥村,1,p0124,ＣＲヤジキタ,ヤジキタ,ヤジキタ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,124
100122,48,西陣,1,p0125,ＣＲヤッタルデー,ヤッタルデー,ヤッタルデー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,125
100123,38,高尾,1,p0126,ＣＲレディースナイパー２,レディースナイパー,レディースナイパー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,高尾,,,,126
100124,26,三洋,1,p0127,ＣＲわくわくセブン２,ワクワクセブン,ワクワクセブン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,127
100125,33,大一,1,p0128,ＣＲワンダーランド,ワンダーランド,ワンダーランド,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,128
100126,49,ニューギン,1,p0129,ＣＲ浦島太郎２,ウラシマタロウ,ウラシマタロウ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,129
100127,61,平和,1,p0130,ＣＲ黄門ちゃま２,コウモンチャマ,コウモンチャマ,9999,4,,,,1,42018,1,42018,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,130
100128,33,大一,1,p0131,ＣＲ花のもぐら組Ｖ,ハナノモグラグミ,ハナノモグラグミ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,131
100129,48,西陣,1,p0132,ＣＲ花満開,ハナマンカイ,ハナマンカイ,9999,4,,,,12,42158,13,42242,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,132
100130,64,マルホン,1,p0134,ＣＲ怪盗ルピン,カイトウルピン,カイトウルピン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,マルホン,,,,134
100131,26,三洋,1,p0135,アパッチ,アパッチ,アパッチ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,135
100132,48,西陣,1,p0136,ＣＲ球界王ＥＸ,キュウカイオウ,キュウカイオウ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,136
100133,44,豊丸,1,p0137,ＣＲ競馬天国優駿篇Ｖ,ケイバテンゴクユウシュンヘン,ケイバテンゴクユウシュンヘン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,豊丸,,,,137
100134,61,平和,1,p0138,ＣＲ恐竜パーク,キョウリュウパーク,キョウリュウパーク,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,138
100135,44,豊丸,1,p0139,ＣＲ恐竜天国Ｖ３,キョウリュウテンゴク,キョウリュウテンゴク,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,豊丸,,,,139
100136,61,平和,1,p0140,ＣＲ玉ちゃんハウス,タマチャンハウス,タマチャンハウス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,140
100137,79,ＳＡＮＫＹＯ,1,p0141,ＣＲ兄貴,アニキ,アニキ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,141
100138,48,西陣,1,p0142,ＣＲ撃墜王,ゲキツイオウ,ゲキツイオウ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,142
100139,48,西陣,1,p0143,ＣＲ三冠王,サンカンオウ,サンカンオウ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,143
100140,25,サンセイＲ＆Ｄ,1,p0144,ＣＲ出世街道２,シュッセカイドウ,シュッセカイドウ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,サンセイＲ＆Ｄ,,,,144
100141,38,高尾,1,p0145,ＣＲ星占い２,ホシウラナイ,ホシウラナイ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,高尾,,,,145
100142,26,三洋,1,p0146,ＣＲ大工の源さん,ダイクノゲンサン,ダイクノゲンサン,9999,4,,,,4,42564,1,41934,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,146
100143,44,豊丸,1,p0147,ＣＲ釣りバカ天国Ｘ,ツリバカテンゴク,ツリバカテンゴク,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,豊丸,,,,147
100144,26,三洋,1,p0148,ＣＲ釘師くん２,ツリシクン,ツリシクン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,148
100145,26,三洋,1,p0149,ＣＲ冒険島,ボウケンジマ,ボウケンジマ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,149
100146,60,藤商事,1,p0150,ＣＲ魔法のランプ,マホウノランプ,マホウノランプ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,藤商事,,,,150
100147,48,西陣,1,p0151,ＣＲ麻王伝説ＥＸ,マオウデンセツ,マオウデンセツ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,151
100148,48,西陣,1,p0152,ＣＲ満員御礼ＥＸ,マンインオレイ,マンインオレイ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,152
100149,61,平和,1,p0153,ＣＲ名画,メイガ,メイガ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,153
100150,44,豊丸,1,p0154,ＣＲ竜王伝説Ｚ,リュウオウデンセツ,リュウオウデンセツ,9999,4,,,,8,41920,15,41920,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,豊丸,,,,154
100151,61,平和,1,p0155,ＣＲ竜神,リュウジン,リュウジン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,155
100152,79,ＳＡＮＫＹＯ,1,p0156,ＣＲ力士Ⅰ,リキシ,リキシ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,156
100153,49,ニューギン,1,p0157,Ｅレディー２,レディー,レディー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,157
100154,49,ニューギン,1,p0158,Ｅ・ＢＥＥ,ビー,ビー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,158
100155,49,ニューギン,1,p0159,Ｅクリスタル２,クリスタル,クリスタル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,159
100156,49,ニューギン,1,p0160,Ｅ・クリスタル３,クリスタル,クリスタル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,160
100157,49,ニューギン,1,p0161,Ｅジャングル,ジャングル,ジャングル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,161
100158,79,ＳＡＮＫＹＯ,1,p0162,ＦＵＦＯ２,ユーフォ―,ユーフォ―,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,162
100159,79,ＳＡＮＫＹＯ,1,p0163,ＦアラビアンＤＸ,アラビアン,アラビアン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,163
100160,79,ＳＡＮＫＹＯ,1,p0164,Ｆインパルス２,インパルス,インパルス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,164
100161,79,ＳＡＮＫＹＯ,1,p0165,Ｆガールズ１,ガールズ,ガールズ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,165
100162,79,ＳＡＮＫＹＯ,1,p0166,ＦギャラクシーＳＰ,ギャラクシー,ギャラクシー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,166
100163,79,ＳＡＮＫＹＯ,1,p0167,ＦギンガＳＰ,ギンガ,ギンガ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,167
100164,79,ＳＡＮＫＹＯ,1,p0168,Ｆクィーン２,クィーン,クィーン,9999,4,,,,4,42039,2,42039,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,168
100165,56,ビスティ,1,p0169,ＦテキサスＤ,テキサス,テキサス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,169
100166,56,ビスティ,1,p0170,ＦデジパロンＤ,デジパロン,デジパロン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,170
100167,56,ビスティ,1,p0171,ＦニュートロンＤ,ニュートロン,ニュートロン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,171
100168,79,ＳＡＮＫＹＯ,1,p0172,Ｆネプチューン,ネプチューン,ネプチューン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,172
100169,79,ＳＡＮＫＹＯ,1,p0173,Ｆパワフル３,パワフル,パワフル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,173
100170,79,ＳＡＮＫＹＯ,1,p0174,ＦパワフルＶ,パワフル,パワフル,9999,4,,,,0,42060,1,42060,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,174
100171,79,ＳＡＮＫＹＯ,1,p0175,Ｆビーチ,ビーチ,ビーチ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,175
100172,79,ＳＡＮＫＹＯ,1,p0176,Ｆビューティフル２,ビューティフル,ビューティフル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,176
100173,79,ＳＡＮＫＹＯ,1,p0177,Ｆピンボール,ピンボール,ピンボール,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,177
100174,79,ＳＡＮＫＹＯ,1,p0178,Ｆファイター１,ファイター,ファイター,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,178
100175,79,ＳＡＮＫＹＯ,1,p0179,Ｆファンタジー３,ファンタジー,ファンタジー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,179
100176,79,ＳＡＮＫＹＯ,1,p0180,Ｆフルーティー,フルーティー,フルーティー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,180
100177,79,ＳＡＮＫＹＯ,1,p0181,ＦホリデーＧＰ,ホリデー,ホリデー,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,181
100178,79,ＳＡＮＫＹＯ,1,p0182,Ｆマッスル,マッスル,マッスル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,182
100179,79,ＳＡＮＫＹＯ,1,p0183,ＦマッスルＳＰ,マッスル,マッスル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,183
100180,79,ＳＡＮＫＹＯ,1,p0184,Ｆメタルボルカノ１,メタルボルカノ,メタルボルカノ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,184
100181,79,ＳＡＮＫＹＯ,1,p0185,Ｆメタルボルカノ２,メタルボルカノ,メタルボルカノ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,185
100182,79,ＳＡＮＫＹＯ,1,p0186,Ｆリノ,リノ,リノ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,186
100183,56,ビスティ,1,p0187,ＦルーセントＤＩ,ルーセント,ルーセント,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,187
100184,79,ＳＡＮＫＹＯ,1,p0188,ＦワンＧＰ,ワン,ワン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,188
100185,79,ＳＡＮＫＹＯ,1,p0189,Ｆ億万長者ＳＰ,オクマンチョウジャ,オクマンチョウジャ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,189
100186,79,ＳＡＮＫＹＯ,1,p0190,Ｆ結婚の条件,ケッコンノジョウケン,ケッコンノジョウケン,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,190
100187,79,ＳＡＮＫＹＯ,1,p0191,Ｆ忍ＮＩＮ絵巻ＳＰ,ニンニンエマキ,ニンニンエマキ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,191
100188,56,ビスティ,1,p0192,ＦキャッスルＤ,キャッスル,キャッスル,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,192
100189,79,ＳＡＮＫＹＯ,1,p0193,ＦメガポリスＳＰ,メガポリス,メガポリス,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,193
100190,79,ＳＡＮＫＹＯ,1,p0194,Ｆ花札ＧＰ,ハナフダ,ハナフダ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,194
100191,21,京楽,1,p0195,Ｋ．ＬＥＡＧＵＥ２,ケーリーグ,ケーリーグ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,京楽,,,,195
100192,16,奥村,1,p0196,ＭＬＥＡＧＵＥ２,エムリーグ,エムリーグ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,196
100193,33,大一,1,p0197,ＯＬ倶楽部,オーエルクラブ,オーエルクラブ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,197
100194,16,奥村,1,p0198,ＴＨＥカブキ,ザカブキ,ザカブキ,9999,4,,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,198
